date,ticker,esg_total,e_score,s_score,g_score,controversy_score,carbon_intensity
2025-04-30,2330.TW,83.41593015630025,85.3117364741198,77.60866407355644,83.22528015531329,1,12.398520184215648
2025-04-30,2454.TW,81.77461204114505,85.96073733192179,77.69470596123989,82.87513224147865,1,11.707945740427473
2025-04-30,2308.TW,80.86205877103167,83.94529753584497,77.46103776111633,84.79173039417739,1,11.9384260581125
2025-04-30,2881.TW,78.80177318724704,72.4630392276005,81.63523748267494,88.59155624265715,1,9.197083972354209
2025-04-30,2882.TW,80.71713638974731,71.41420542721936,82.24060134374233,87.03992475935789,1,8.336494827804811
2025-04-30,2891.TW,80.05797481618598,70.99010957429005,82.3113517683078,89.22187491884156,1,8.159853685711271
2025-04-30,1301.TW,70.9174083914162,68.2629206645329,73.17044522621475,72.61754245212684,2,22.85447817441069
2025-04-30,1303.TW,71.11407027201281,68.18680603342452,72.27834984073417,73.15566388242395,2,22.664481561943827
2025-04-30,2002.TW,69.86779532846461,69.29848968487799,71.25768905377781,73.76979261063123,2,22.17430290273028
2025-04-30,2317.TW,68.82043022523698,68.10737370442975,71.71735244185271,74.23148631744026,2,21.791162845963964
2025-05-31,2330.TW,81.40231149872363,83.90283533590127,76.90461311069288,83.92950712262055,1,12.19853712407881
2025-05-31,2454.TW,80.68051497376621,86.26477387390014,76.85787472805845,83.91238362400047,1,12.039398599974685
2025-05-31,2308.TW,82.39568725986487,84.52442984989918,79.2921586448378,84.53375143361359,1,12.58154359788214
2025-05-31,2881.TW,78.53701899402134,72.181621543673,83.54531551568202,88.40208662208357,1,9.365709641437668
2025-05-31,2882.TW,80.7424784231763,73.12524862419504,83.65484942280717,86.57716910888867,1,8.82262243675396
2025-05-31,2891.TW,79.3128732365352,71.92641766710419,82.48388784159418,87.07801510235949,1,9.829999104505756
2025-05-31,1301.TW,70.6663374364857,67.53421691300103,73.13450117855005,73.15564659408827,2,22.564382670419455
2025-05-31,1303.TW,68.68706136970974,68.46236592517928,72.75522656583105,72.79004656166593,2,22.266805151468162
2025-05-31,2002.TW,68.82084847219969,68.59829815012347,70.88430499603535,74.31587415000885,2,21.74974203401555
2025-05-31,2317.TW,69.30782823407054,68.74584235068808,72.37021874245909,73.94749251861295,2,21.091032945016398
